rpm,voltage,statorCurrent,supplyCurrent,closedLoopError,distance,made,missAmount,pressDuration,shotsInBurst
500.0,0.0,0.0,0.0,500.0,0.762190408866264,true,0.0,0.0,0
500.0,0.0,0.0,0.0,500.0,0.8907803478200433,true,0.0,0.0,0
500.0,0.0,0.0,0.0,500.0,1.382599873201274,true,-0.2,0.0,0
500.0,0.0,0.0,0.0,500.0,1.585920642351569,false,-0.3,0.0,0
500.0,0.0,0.0,0.0,500.0,1.899004927949905,false,-0.3,0.0,0
500.0,0.0,0.0,0.0,500.0,2.5247313683129438,false,-1.0,0.0,0
500.0,0.0,0.0,0.0,500.0,7.913756000728525,false,-1.0,0.0,0
500.0,0.0,0.0,0.0,500.0,6.526513454601973,false,-1.0,0.0,0
500.0,0.0,0.0,0.0,500.0,6.0226641356061466,false,-1.0,0.0,0
2277.501953125,0.0,0.0,0.0,2277.66943359375,2.5129520614383614,true,0.2,0.0,0
2533.56982421875,0.0,0.0,0.0,2533.56982421875,3.7175877685583663,false,-0.3,0.0,0
2470.54736328125,0.0,0.0,0.0,2470.54736328125,3.421170401601092,true,-0.2,0.0,0
2145.2900390625,0.0,0.0,0.0,2145.2900390625,1.8913590398765237,true,0.2,0.0,0
2515.9833984375,0.0,0.0,0.0,2515.9833984375,3.634877245000706,true,-0.2,0.0,0
2864.75830078125,0.0,0.0,0.0,2864.75830078125,5.27529397482662,false,-1.0,0.0,0
2938.38037109375,0.0,0.0,0.0,2938.38037109375,5.6215642003683,false,-1.0,0.0,0
2271.5126953125,0.0,0.0,0.0,2271.5126953125,2.485034276385558,true,0.0,0.0,0
2281.46533203125,0.0,0.0,0.0,2281.46533203125,2.5318500914568767,true,0.2,0.0,0
2563.794921875,0.0,0.0,0.0,2563.76171875,3.8597843391899604,false,-0.3,0.0,0
2497.82470703125,0.0,0.0,0.0,2497.82470703125,3.549465947861063,true,-0.2,0.0,0
2215.7744140625,0.0,0.0,0.0,2215.7744140625,2.2228752370816776,true,0.2,0.0,0
2339.9365234375,0.0,0.0,0.0,2339.9365234375,2.8068575694297597,true,0.0,0.0,0
2385.24267578125,0.0,0.0,0.0,2385.24072265625,3.0199488784329045,true,0.0,0.0,0
2388.544921875,0.0,0.0,0.0,2388.544921875,3.0354807810821822,true,0.0,0.0,0
2410.46142578125,0.0,0.0,0.0,2410.46044921875,3.138562651899305,true,-0.2,0.0,0
2582.40234375,0.0,0.0,0.0,2582.40234375,3.9472663485176573,false,-0.3,0.0,0
2717.84619140625,0.0,0.0,0.0,2717.84619140625,4.584311667312254,false,-0.3,0.0,0
2949.705078125,0.0,0.0,0.0,2949.705078125,5.674831626367046,false,-1.0,0.0,0
3309.345703125,0.0,0.0,0.0,3309.337890625,7.366370409382921,false,-1.0,0.0,0
2689.5966796875,0.0,0.0,0.0,2689.5986328125,4.451442641131354,false,-0.3,0.0,0
2474.74853515625,0.0,0.0,0.0,2474.74853515625,3.440929623516849,true,-0.2,0.0,0
2440.06689453125,0.0,0.0,0.0,2440.0654296875,3.277813453574809,true,-0.2,0.0,0
2526.52783203125,0.0,0.0,0.0,2526.52783203125,3.6844672533795175,true,-0.2,0.0,0
2587.267578125,0.0,0.0,0.0,2587.267578125,3.970148908332782,true,-0.2,0.0,0
2705.6787109375,0.0,0.0,0.0,2705.66748046875,4.52710150243541,false,-0.3,0.0,0
4095.0,0.0,0.0,0.0,4095.0,5.214236789502259,true,0.0,0.0,0
4095.0,0.0,0.0,0.0,4095.0,5.1106244647878,true,0.2,0.0,0
4095.0,0.0,0.0,0.0,4095.0,5.166860772717926,true,0.0,0.0,0
4095.0,0.0,0.0,0.0,4095.0,5.34065758554828,true,0.0,0.0,0
4095.0,0.0,0.0,0.0,4095.0,5.551362234181424,true,0.0,0.0,0
4095.0,0.0,0.0,0.0,4095.0,5.766092935591391,true,-0.2,0.0,0
4095.0,0.0,0.0,0.0,4095.0,5.257739840699912,true,0.0,0.0,0
4095.0,0.0,0.0,0.0,4095.0,4.863435810408565,true,0.2,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.486471776315458,true,0.0,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.455956051135662,true,0.0,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.762163598452704,true,-0.2,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.906004357229216,true,-0.2,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.290564379560756,true,0.0,0.0,0
3800.0,0.0,0.0,0.0,3800.0,3.9963438102400395,true,0.2,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.339177917051027,true,0.0,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.5176765561697865,true,0.0,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.5506758230953315,true,0.0,0.0,0
3800.0,0.0,0.0,0.0,3800.0,4.5981228272201635,true,0.0,0.0,0
3800.0,0.0,0.0,0.0,3800.0,6.735342024618621,false,-1.0,0.0,0
2769.728515625,0.0,0.0,0.0,2769.7333984375,4.1499928720687915,false,-0.3,0.0,0
2519.482421875,0.0,0.0,0.0,2519.18115234375,3.197049841073554,true,-0.2,0.0,0
2884.04443359375,0.0,0.0,0.0,2884.0380859375,4.585510113154359,false,-0.3,0.0,0
3211.30029296875,0.0,0.0,0.0,3211.30029296875,5.832272032188679,false,-1.0,0.0,0
2370.658203125,0.0,0.0,0.0,2370.68017578125,2.6296152921616796,true,0.0,0.0,0
2049.29638671875,0.0,0.0,0.0,2049.29638671875,1.4053322660682288,false,0.3,0.0,0
1869.0078125,0.0,0.0,0.0,1869.0078125,0.7184790808578095,false,1.0,0.0,0
2170.65771484375,0.0,0.0,0.0,2170.65771484375,1.8676882515303397,false,0.3,0.0,0
2447.83984375,0.0,0.0,0.0,2447.83984375,2.9236821956713626,true,0.0,0.0,0
2964.08984375,0.0,0.0,0.0,2964.08984375,3.605651314011583,true,0.0,0.0,0
1988.453125,0.0,0.0,0.0,1988.453125,2.3307783119146657,true,0.0,0.0,0
3804.88134765625,0.0,0.0,0.0,3804.88134765625,4.794554049205489,true,-0.2,0.0,0
4095.0,0.0,0.0,0.0,4095.0,5.28771535201987,true,-0.2,0.0,0
2689.12890625,0.0,0.0,0.0,2689.12548828125,3.23605041379016,true,0.0,0.0,0
1100.2705078125,0.0,0.0,0.0,1100.2705078125,1.2487451967527547,true,0.0,0.0,0
733.49951171875,0.0,0.0,0.0,733.49951171875,0.8205001657116127,true,0.0,0.0,0
2409.4365234375,0.0,0.0,0.0,2409.4365234375,2.868669507243515,true,0.0,0.0,0
1937.04248046875,0.0,0.0,0.0,1936.9775390625,2.2662876164378143,true,0.0,0.0,0
2536.978515625,0.0,0.0,0.0,2533.36669921875,3.036939123638872,true,0.0,0.0,0
3285.2373046875,0.0,0.0,0.0,3285.2373046875,4.048747485077048,true,0.0,0.0,0
3624.75537109375,0.0,0.0,0.0,3624.75537109375,4.53173955854495,true,0.0,0.0,0
2380.1533203125,0.0,0.0,0.0,2380.1533203125,2.830682223121419,true,0.0,0.0,0
4095.0,0.0,0.0,0.0,4095.0,6.022688492058445,true,-0.2,0.0,0
2402.11767578125,0.0,0.0,0.0,2402.11767578125,2.8591667730321713,true,0.0,0.0,0
4095.0,0.0,0.0,0.0,4095.0,6.022477115192295,true,-0.2,0.0,0
4095.0,0.0,0.0,0.0,4095.0,6.022477115192295,true,-0.2,0.0,0
4095.0,0.0,0.0,0.0,4095.0,6.022526744657758,true,-0.2,0.0,0
1623.65673828125,0.0,0.0,0.0,1623.65673828125,1.8781813150454623,true,0.0,0.0,0
2536.39892578125,0.0,0.0,0.0,2536.4130859375,3.034414433855018,true,0.0,0.0,0
3134.96630859375,0.0,0.0,0.0,3134.96630859375,3.839822882108857,true,0.0,0.0,0
2092.18505859375,0.0,0.0,0.0,2092.18505859375,2.461711644901053,true,0.0,0.0,0
2378.66259765625,0.0,0.0,0.0,2378.66259765625,2.8287505697405373,true,0.0,0.0,0
2307.50439453125,0.0,0.0,0.0,2307.50439453125,2.7368180638622777,false,0.0,0.0,0
2704.5615234375,0.0,0.0,0.0,2704.5615234375,3.2565679092563524,true,0.0,0.0,0
2428.59228515625,0.0,0.0,0.0,2428.59228515625,2.893566568570252,true,0.0,0.0,0
2312.97607421875,0.0,0.0,0.0,2312.97607421875,2.743868923158517,false,0.0,0.0,0
2239.82958984375,0.0,0.0,0.0,2239.82958984375,2.649859066945471,true,0.0,0.0,0
2393.916015625,0.0,0.0,0.0,2393.916015625,2.8485244354867443,true,0.0,0.0,0
4095.0,0.0,0.0,0.0,4095.0,6.022121831327669,true,0.0,0.0,0
1415.03173828125,0.0,0.0,0.0,1416.37158203125,1.6251500654083757,true,0.0,0.0,0
2301.70849609375,0.0,0.0,0.0,2301.70849609375,2.7928305115994565,true,0.0,0.0,0
2542.25439453125,0.0,0.0,0.0,2542.25439453125,3.131439018032409,true,0.0,0.0,0
2440.92431640625,0.0,0.0,0.0,2375.18212890625,2.9786002408942887,true,0.0,0.0,0
2685.095703125,0.0,0.0,0.0,2662.9716796875,3.2438335723879144,true,0.0,0.0,0
2030.12841796875,0.0,0.0,0.0,2007.2451171875,2.3968752554948236,true,0.0,0.0,0
1317.44287109375,0.0,0.0,0.0,1327.3662109375,1.503418138324737,true,0.0,0.0,0
2513.83935546875,0.0,0.0,0.0,2480.921875,3.030268016079091,true,0.0,0.0,0
2139.107421875,0.0,0.0,0.0,2139.099609375,2.521279745861199,true,0.0,0.0,0
2727.45556640625,0.0,0.0,0.0,2704.38525390625,3.3004320613430957,true,0.0,0.0,0
3157.09326171875,0.0,0.0,0.0,3154.8056640625,3.8721345271528502,true,0.0,0.0,0
3376.09912109375,0.0,0.0,0.0,3376.09912109375,4.217164453711214,true,0.0,0.0,0
2829.56640625,0.0,0.0,0.0,2829.56640625,3.4234612225117673,true,0.0,0.0,0
1636.28369140625,0.0,0.0,0.0,1636.28369140625,1.8886828908744133,true,0.0,0.0,0
2280.6416015625,0.0,0.0,0.0,2270.92724609375,2.706285245150198,true,0.0,0.0,0
1356.23583984375,0.0,0.0,0.0,1406.5810546875,1.516082402843223,true,0.0,0.0,0
2421.99853515625,0.0,0.0,0.0,2421.99853515625,2.8983123104656356,true,0.0,0.0,0
2192.392578125,0.0,0.0,0.0,2167.650390625,2.6264630160392426,true,0.0,0.0,0
2700.08935546875,0.0,0.0,0.0,2717.28662109375,3.226167042135681,true,0.0,0.0,0
1001.755859375,0.0,0.0,0.0,1001.755859375,1.132721772535196,true,0.0,0.0,0
1499.14697265625,0.0,0.0,0.0,1509.3486328125,1.7224446951127381,true,0.0,0.0,0
1788.572265625,0.0,0.0,0.0,1780.60595703125,2.084410030164899,true,0.0,0.0,0
1742.73046875,0.0,0.0,0.0,1712.90869140625,2.051546392319658,true,0.0,0.0,0
1810.49609375,0.0,0.0,0.0,1812.8115234375,2.10697763409619,true,0.0,0.0,0
3467.73486328125,0.0,0.0,0.0,3467.4794921875,4.306528102409645,true,0.0,0.0,0
2545.29443359375,0.0,0.0,0.0,2481.5166015625,3.110688737154519,true,0.0,0.0,0
3353.93310546875,0.0,0.0,0.0,3353.96533203125,4.145217479731525,true,0.0,0.0,0
771.8232421875,0.0,0.0,0.0,771.69677734375,0.8648237263238383,true,0.0,0.0,0
3068.0078125,0.0,0.0,0.0,3068.00830078125,3.747643119961728,true,0.0,0.0,0
1467.34765625,0.0,0.0,0.0,1468.6943359375,1.6872874666454833,true,0.0,0.0,0
2225.19287109375,0.0,0.0,0.0,2224.77880859375,2.631275187193783,true,0.0,0.0,0
2639.626953125,0.0,0.0,0.0,2642.36572265625,3.1692245380722355,true,0.0,0.0,0
2467.6572265625,0.0,0.0,0.0,2486.51611328125,2.9299257973502493,true,0.0,0.0,0
1732.998046875,0.0,0.0,0.0,1732.7724609375,2.0127017360448276,true,0.0,0.0,0
3480.369140625,0.0,0.0,0.0,3479.822265625,4.324677013465233,true,0.0,0.0,0
2329.30859375,0.0,0.0,0.0,2328.59423828125,2.7654614526479997,true,0.0,0.0,0
1828.5537109375,0.0,0.0,0.0,1828.5537109375,2.1309166656982286,true,0.0,0.0,0
2800.95751953125,0.0,0.0,0.0,2767.0244140625,3.3985342914522643,true,0.0,0.0,0
1131.09228515625,0.0,0.0,0.0,1131.09228515625,1.159834443742728,true,0.0,0.0,0
862.0078125,0.0,0.0,0.0,845.3525390625,1.0226225527412869,true,0.0,0.0,0
1833.1494140625,0.0,0.0,0.0,1901.08984375,2.0266864609228943,true,0.0,0.0,0
3242.4189453125,0.0,0.0,0.0,3232.671875,4.022838247327338,true,0.0,0.0,0
2046.72119140625,0.0,0.0,0.0,2046.72119140625,2.2913110536452845,true,0.0,0.0,0
1765.419921875,0.0,0.0,0.0,1688.77001953125,2.098397910297966,true,0.0,0.0,0
3455.0576171875,0.0,0.0,0.0,3494.32958984375,4.2762822523210415,true,0.0,0.0,0
822.2490234375,0.0,0.0,0.0,723.9365234375,1.0306777293813256,true,0.0,0.0,0
2448.56298828125,0.0,0.0,0.0,2473.58056640625,2.86527125079521,true,0.0,0.0,0
532.36474609375,0.0,0.0,0.0,532.36474609375,0.562364915812618,true,0.0,0.0,0
2499.0,0.0,0.0,0.0,2464.64013671875,3.013227023432283,true,0.0,0.0,0
2135.7177734375,0.0,0.0,0.0,2141.14794921875,2.482919043932082,true,0.0,0.0,0
2613.6064453125,0.0,0.0,0.0,2598.00732421875,3.1267122897248028,true,0.0,0.0,0
242.37451171875,0.0,0.0,0.0,258.87158203125,0.3710426992735242,true,0.0,0.0,0
3299.02001953125,0.0,0.0,0.0,3251.7529296875,4.170552249202122,true,0.0,0.0,0
2750.93505859375,0.0,0.0,0.0,2809.828125,3.2169038564585026,true,0.0,0.0,0
1533.4775390625,0.0,0.0,0.0,1454.92626953125,1.8494425280106885,true,0.0,0.0,0
1756.83837890625,0.0,0.0,0.0,1828.52880859375,1.9364852943648045,true,0.0,0.0,0
2717.13916015625,0.0,0.0,0.0,2649.18505859375,3.3429339903091013,true,0.0,0.0,0
2504.19287109375,0.0,0.0,0.0,2504.19287109375,2.96466355614298,true,0.0,0.0,0
2504.19287109375,0.0,0.0,0.0,2504.19287109375,2.96466355614298,true,0.0,0.0,0
1080.55029296875,0.0,0.0,0.0,1175.2841796875,1.1818879293330768,true,0.0,0.0,0
2236.58203125,0.0,0.0,0.0,2178.46337890625,2.6845755170247054,true,0.0,0.0,0
2372.85546875,0.0,0.0,0.0,2405.36181640625,2.7239756861517863,true,0.0,0.0,0
1895.89453125,0.0,0.0,0.0,1904.85107421875,2.1820841814180993,true,0.0,0.0,0
1839.17822265625,0.0,0.0,0.0,1848.818359375,2.112679586684496,true,0.0,0.0,0
1857.0361328125,0.0,0.0,0.0,1831.9794921875,2.169364785305584,true,0.0,0.0,0
1897.74169921875,0.0,0.0,0.0,1907.09130859375,2.179659179684064,true,0.0,0.0,0
2303.41943359375,0.0,0.0,0.0,2275.54052734375,2.7389398388232116,true,0.0,0.0,0
2908.73193359375,0.0,0.0,0.0,2891.43701171875,3.5423831881040693,true,0.0,0.0,0
3496.759765625,0.0,0.0,0.0,3481.583984375,4.423964237352231,true,0.0,0.0,0
2880.7744140625,0.0,0.0,0.0,2914.4287109375,3.4312398557129793,true,0.0,0.0,0
1342.68505859375,0.0,0.0,0.0,1418.71484375,1.451018985495339,true,0.0,0.0,0
1690.69921875,0.0,0.0,0.0,1640.0654296875,2.02271543251324,true,0.0,0.0,0
3304.826171875,0.0,0.0,0.0,3318.13671875,4.0774983982460835,true,0.0,0.0,0
3043.04833984375,0.0,0.0,0.0,3043.04833984375,3.7152371599432774,true,0.0,0.0,0
2921.0576171875,0.0,0.0,0.0,2979.001953125,3.45807199345481,true,0.0,0.0,0
1097.8017578125,0.0,0.0,0.0,1000.0068359375,1.3290054037712864,true,0.0,0.0,0
2928.958984375,0.0,0.0,0.0,2950.5341796875,3.5175191159850545,true,0.0,0.0,0
2618.86376953125,0.0,0.0,0.0,2618.86376953125,3.11878917755287,true,0.0,0.0,0
1535.5712890625,0.0,0.0,0.0,1535.5712890625,1.7566621795346349,true,0.0,0.0,0
